months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,auto_make,auto_year,fraud_reported
134,30,OH,250/500,2000,1443.32,0,FEMALE,PhD,exec-managerial,unmarried,0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,19,3,?,0,2,YES,Suburu,1995,Y
122,29,OH,250/500,1000,1629.94,0,FEMALE,Masters,priv-house-serv,other-relative,0,-47100,2015-02-02,Parked Car,?,Trivial Damage,None,SC,17,1,?,0,1,NO,Dodge,2014,N
156,31,IL,100/300,2000,1134.08,0,MALE,PhD,other-service,husband,0,0,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,3,1,?,2,0,?,Ford,2013,Y
232,43,OH,250/500,500,1483.91,8000000,MALE,College,machine-op-inspct,husband,0,-33600,2015-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,17,3,NO,0,1,?,Volkswagen,2013,Y
244,40,IN,500/1000,2000,1304.67,7000000,MALE,Masters,armed-forces,other-relative,0,-45000,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,5,3,?,1,1,?,Dodge,2001,N
84,30,IL,500/1000,2000,1035.79,0,FEMALE,MD,protective-serv,wife,44400,-51500,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,9,1,NO,1,0,YES,Volkswagen,2010,N
394,57,IL,250/500,500,1401.2,0,FEMALE,High School,craft-repair,own-child,51500,0,2015-01-25,Vehicle Theft,?,Trivial Damage,Police,NC,9,1,NO,1,0,NO,Audi,1999,N
246,45,IL,250/500,1000,1665.45,0,MALE,JD,machine-op-inspct,wife,34400,-33100,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,9,3,?,2,2,?,Toyota,2006,Y
35,29,IN,500/1000,2000,653.66,0,FEMALE,JD,handlers-cleaners,unmarried,52100,-46900,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,22,3,NO,0,0,?,BMW,2009,N
156,37,OH,100/300,500,1080.13,0,MALE,Associate,protective-serv,other-relative,0,-61000,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,15,3,YES,0,3,NO,Nissan,2001,N
195,36,IN,100/300,2000,1346.18,0,FEMALE,Associate,machine-op-inspct,wife,57800,-53300,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,14,3,YES,2,3,YES,Chevrolet,2007,N
369,55,OH,250/500,2000,1589.54,0,MALE,College,handlers-cleaners,husband,55400,0,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,6,3,?,2,0,YES,Toyota,2003,N
271,40,IL,100/300,1000,1251.65,0,FEMALE,Associate,other-service,wife,71200,0,2015-02-19,Parked Car,?,Minor Damage,None,NY,6,1,NO,0,0,NO,Audi,2012,N
332,47,IL,100/300,2000,1083.01,0,MALE,MD,craft-repair,other-relative,91900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,22,4,YES,2,0,?,Jeep,2010,Y
107,26,OH,100/300,500,974.59,0,FEMALE,JD,armed-forces,wife,62800,0,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,14,3,?,1,0,NO,Nissan,2002,N
217,39,IL,500/1000,2000,1399.85,0,FEMALE,Masters,other-service,other-relative,49900,-19800,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,16,3,NO,0,2,?,Ford,1997,N
243,43,IN,500/1000,500,1307.74,0,FEMALE,Associate,machine-op-inspct,own-child,0,-75700,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,10,3,?,0,1,NO,Jeep,2008,N
296,42,IN,250/500,2000,1219.27,0,MALE,Associate,tech-support,husband,53100,-63400,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,9,3,YES,1,2,NO,Saab,2012,N
264,41,OH,100/300,500,1411.3,0,MALE,PhD,prof-specialty,unmarried,55600,0,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,4,1,NO,1,0,?,BMW,2004,Y
108,33,IL,100/300,2000,694.45,0,FEMALE,JD,armed-forces,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,6,3,?,0,1,YES,Nissan,2011,Y
32,38,IL,100/300,500,1006.77,6000000,FEMALE,College,other-service,own-child,0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,15,3,YES,2,1,YES,BMW,1997,N
259,39,OH,250/500,1000,1422.36,0,FEMALE,JD,craft-repair,unmarried,0,-83900,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,12,3,NO,1,3,?,Nissan,2012,N
186,33,IN,100/300,1000,1348.32,0,FEMALE,Associate,craft-repair,wife,37600,-37600,2015-01-14,Vehicle Theft,?,Trivial Damage,Police,NY,3,1,NO,2,1,?,Chevrolet,2013,Y
201,40,OH,250/500,2000,1315.56,0,FEMALE,PhD,transport-moving,not-in-family,0,0,2015-02-18,Vehicle Theft,?,Minor Damage,Police,SC,14,1,YES,0,0,YES,Jeep,2003,N
436,58,OH,250/500,2000,1407.01,5000000,MALE,PhD,tech-support,other-relative,47400,-27600,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,10,1,?,0,2,?,BMW,1997,Y
189,36,OH,250/500,2000,1388.58,0,FEMALE,MD,priv-house-serv,own-child,0,-49400,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,17,3,?,1,3,YES,Ford,2009,N
105,33,IL,500/1000,500,1310.76,0,FEMALE,High School,adm-clerical,not-in-family,0,-40900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,8,1,YES,0,1,?,Accura,2008,N
163,31,IN,100/300,1000,1004.63,6000000,MALE,JD,priv-house-serv,not-in-family,26900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,14,3,YES,2,0,NO,Suburu,1999,N
219,40,OH,100/300,500,1134.91,0,FEMALE,Associate,transport-moving,not-in-family,68700,0,2015-01-29,Vehicle Theft,?,Trivial Damage,None,SC,6,1,?,1,0,NO,Toyota,1997,N
88,25,IN,250/500,1000,1194.0,0,FEMALE,JD,handlers-cleaners,husband,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,6,1,YES,1,2,YES,Ford,2013,Y
40,39,IN,500/1000,1000,1248.25,4000000,FEMALE,College,sales,own-child,0,-33300,2015-02-01,Parked Car,?,Minor Damage,Police,VA,8,1,NO,0,2,?,BMW,2013,N
284,42,OH,100/300,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,wife,0,0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,13,1,YES,0,1,?,Chevrolet,1996,N
59,40,IL,250/500,2000,782.23,0,MALE,College,protective-serv,other-relative,64200,-32300,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,0,3,?,0,2,NO,BMW,2010,N
39,31,IL,250/500,2000,1366.9,0,FEMALE,High School,handlers-cleaners,husband,0,-15700,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,14,3,?,1,0,NO,BMW,2014,Y
147,34,IL,500/1000,1000,1275.81,0,MALE,High School,sales,wife,0,-48300,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,13,1,YES,2,2,?,Mercedes,1998,N
156,37,IN,250/500,500,1090.65,0,MALE,High School,exec-managerial,unmarried,0,-51800,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,16,4,?,1,2,YES,Honda,2010,Y
123,31,IN,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,wife,0,-54600,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,13,1,?,1,2,NO,Mercedes,2009,N
231,43,IL,250/500,2000,972.47,0,MALE,College,protective-serv,wife,0,-58100,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,15,3,YES,2,2,YES,Audi,2010,N
247,39,IL,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,wife,0,0,2015-02-25,Parked Car,?,Trivial Damage,Police,SC,3,1,?,2,3,?,Dodge,2003,N
194,35,IL,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,not-in-family,0,0,2015-02-26,Parked Car,?,Minor Damage,None,WV,7,1,YES,1,0,?,Nissan,2003,N
119,27,IN,250/500,2000,1097.64,0,MALE,High School,transport-moving,other-relative,27100,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,16,2,NO,1,0,?,Accura,2006,N
259,43,IL,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,not-in-family,0,-39300,2015-02-03,Vehicle Theft,?,Trivial Damage,Police,SC,15,1,NO,1,3,NO,Audi,2008,N
107,31,IL,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,own-child,20000,-82700,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,21,3,YES,1,2,?,Honda,2001,N
48,44,IL,100/300,2000,1400.74,0,MALE,College,sales,other-relative,34000,-55600,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,23,3,YES,0,2,?,Jeep,2013,N
267,40,IL,250/500,500,1155.53,5000000,MALE,JD,transport-moving,wife,0,-35200,2015-01-24,Parked Car,?,Trivial Damage,Police,NY,5,1,?,0,2,NO,Ford,1997,N
286,47,IN,250/500,500,1386.93,0,MALE,High School,priv-house-serv,husband,54100,-77600,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,15,3,YES,0,0,NO,Accura,2001,N
175,34,OH,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,wife,82400,-57100,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,14,1,?,2,1,YES,Honda,2009,Y
111,29,IL,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,own-child,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,1,1,?,1,1,YES,Mercedes,1996,Y
151,37,IN,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,unmarried,44000,0,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,14,3,NO,1,2,YES,Nissan,1998,Y
156,37,OH,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,unmarried,0,-53800,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,17,3,?,1,1,YES,Suburu,1999,N
165,36,IL,250/500,2000,1247.87,0,MALE,Masters,armed-forces,husband,0,-39700,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,20,3,NO,2,2,NO,BMW,2008,N
253,41,OH,100/300,2000,1312.75,0,FEMALE,PhD,sales,other-relative,81300,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,10,3,NO,2,2,YES,Toyota,2014,Y
10,26,IN,100/300,2000,765.64,0,MALE,MD,sales,not-in-family,0,-22200,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,3,3,?,0,3,?,Honda,2001,Y
158,33,OH,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,other-relative,0,-38600,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,0,1,?,0,0,?,Suburu,2012,N
436,59,OH,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,own-child,39000,0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,10,3,?,2,2,NO,Toyota,2014,N
91,30,IL,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,unmarried,43900,0,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,13,3,YES,2,0,?,BMW,2009,N
256,42,IL,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,wife,0,-39500,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,14,1,NO,2,1,?,Nissan,1998,N
274,46,OH,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,not-in-family,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,22,3,NO,1,3,?,BMW,2009,N
275,45,IN,500/1000,2000,1447.77,0,FEMALE,Associate,adm-clerical,wife,39400,-63900,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,8,3,YES,1,1,?,Accura,1998,N
1,33,IL,250/500,500,903.32,0,FEMALE,High School,transport-moving,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,1,3,?,1,0,?,Toyota,2006,N
85,30,IN,500/1000,1000,1454.42,0,MALE,Associate,protective-serv,other-relative,51600,-73900,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,19,1,YES,0,1,YES,Suburu,2006,Y
233,37,IL,100/300,2000,1603.42,0,FEMALE,High School,sales,wife,61600,-30200,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,17,1,YES,0,2,YES,Toyota,2005,N
142,30,IN,250/500,2000,1616.58,0,MALE,JD,adm-clerical,husband,58500,-46800,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,13,3,YES,0,3,YES,Dodge,2010,N
266,44,IL,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,husband,0,0,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,4,1,?,1,2,YES,BMW,2012,N
350,50,OH,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,2015-02-26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,14,3,NO,0,2,NO,Audi,2015,N
97,26,IL,250/500,1000,1252.08,0,MALE,College,exec-managerial,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,4,2,YES,2,2,NO,Honda,2000,Y
399,55,IL,500/1000,2000,995.56,0,MALE,JD,tech-support,not-in-family,0,-65400,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,23,3,YES,1,1,YES,Nissan,2010,N
305,49,IL,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,own-child,0,-42100,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,21,3,YES,0,2,?,Volkswagen,2003,N
276,47,IN,100/300,1000,1724.09,0,MALE,PhD,craft-repair,own-child,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,23,3,YES,0,0,?,Chevrolet,2014,N
257,40,IN,250/500,500,1379.93,0,MALE,MD,armed-forces,husband,0,0,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,6,3,?,0,2,YES,Audi,2002,Y
78,31,IN,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,own-child,0,-27900,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,21,1,NO,1,0,NO,Honda,2009,Y
129,28,OH,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,not-in-family,0,0,2015-02-21,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,23,1,?,2,3,?,Toyota,2005,N
283,46,IL,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,husband,53500,-73600,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3,3,?,1,3,NO,Nissan,2004,Y
85,25,IN,250/500,500,1259.02,0,FEMALE,JD,tech-support,unmarried,67000,-53600,2015-02-16,Parked Car,?,Trivial Damage,None,SC,8,1,NO,2,2,?,Nissan,2005,N
101,26,IL,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,husband,0,0,2015-02-04,Parked Car,?,Trivial Damage,None,VA,4,1,?,2,2,?,Suburu,1995,N
96,30,OH,100/300,500,1399.27,6000000,MALE,College,prof-specialty,wife,38900,-48700,2015-02-24,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,22,1,?,0,0,YES,Ford,2004,N
121,31,IL,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,unmarried,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,16,1,NO,0,1,YES,BMW,2002,N
176,39,OH,250/500,500,1365.46,4000000,MALE,College,armed-forces,unmarried,0,-56600,2015-02-05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,14,3,NO,2,1,NO,Chevrolet,2008,N
159,37,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,wife,0,-53700,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,13,1,YES,2,0,NO,Dodge,1999,N
120,30,IN,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,husband,39600,-64300,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,20,1,?,1,1,YES,Saab,2000,N
212,35,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,unmarried,35400,-49200,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,0,3,?,1,3,?,Suburu,1996,N
290,45,IL,100/300,500,1085.03,0,FEMALE,JD,sales,wife,0,-61000,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,23,3,YES,2,2,NO,Audi,2014,Y
299,42,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,wife,25000,0,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,13,1,YES,1,3,NO,BMW,2000,N
66,26,IL,250/500,1000,988.29,0,MALE,College,armed-forces,own-child,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,8,1,?,2,2,YES,Suburu,2008,Y
334,47,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,other-relative,0,0,2015-01-31,Vehicle Theft,?,Minor Damage,None,WV,3,1,?,0,3,NO,Ford,2011,N
216,38,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,unmarried,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,16,1,?,2,3,NO,Jeep,2012,Y
86,28,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,unmarried,75800,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,19,1,YES,0,2,YES,Jeep,2002,N
429,56,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,own-child,67400,-43800,2015-01-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,0,1,YES,2,0,YES,Suburu,2002,N
257,43,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,husband,46400,-74300,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,12,1,?,2,2,YES,Mercedes,2005,N
15,34,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,not-in-family,56700,0,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,21,3,YES,1,0,?,Audi,2009,N
230,39,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,unmarried,68600,-22300,2015-02-17,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,0,1,?,1,3,NO,Accura,2002,Y
250,43,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,own-child,47900,-73400,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,22,1,YES,1,3,NO,Volkswagen,2011,N
270,44,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,other-relative,47200,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,20,3,?,1,0,NO,Audi,2007,Y
65,26,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,unmarried,0,-41500,2015-02-03,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,0,1,NO,1,3,?,Honda,2011,N
475,57,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,own-child,67400,-83200,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,20,1,?,0,2,NO,Suburu,2000,N
77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,own-child,56400,-32800,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,1,3,YES,0,0,?,Volkswagen,1995,N
256,43,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,unmarried,56700,-65600,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,11,1,NO,0,0,?,Nissan,1997,N
229,37,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,not-in-family,65600,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,14,3,YES,1,1,YES,Ford,1995,N
110,28,OH,250/500,1000,1573.93,0,MALE,College,other-service,other-relative,30400,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,20,3,YES,0,2,?,Suburu,2010,N
177,33,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,wife,0,-13200,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,22,1,?,1,3,?,Jeep,2004,Y
292,44,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,unmarried,0,0,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,12,1,NO,1,0,YES,Saab,2005,N
451,61,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,unmarried,0,-42600,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,3,3,YES,2,1,YES,Chevrolet,1997,Y
61,24,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,other-relative,47400,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,15,3,YES,2,1,?,Toyota,2011,Y
150,30,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,own-child,0,0,2015-02-28,Parked Car,?,Trivial Damage,None,VA,8,1,YES,0,2,NO,Saab,1999,N
283,41,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,own-child,60700,-54300,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,13,3,NO,0,2,?,Mercedes,2011,Y
291,46,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,own-child,0,-55300,2015-01-25,Parked Car,?,Minor Damage,Police,SC,8,1,NO,2,2,YES,Volkswagen,2005,Y
162,31,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,wife,30700,0,2015-02-26,Parked Car,?,Minor Damage,None,NC,7,1,?,0,0,NO,BMW,2013,Y
154,36,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,own-child,68500,0,2015-02-03,Vehicle Theft,?,Trivial Damage,None,SC,9,1,?,2,0,?,Volkswagen,2015,N
289,47,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,own-child,73000,-37900,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,15,1,NO,1,0,YES,Toyota,1996,N
10,19,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,wife,0,-60700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,5,1,?,0,2,?,Accura,2011,Y
309,47,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,other-relative,69400,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,15,4,YES,0,1,?,Dodge,2002,N
396,57,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,other-relative,0,-22400,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,22,3,YES,2,1,NO,Saab,1995,N
273,41,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,16,2,?,1,2,YES,Honda,2015,N
129,30,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,husband,51500,0,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,7,1,NO,1,3,?,Suburu,2009,N
140,31,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,wife,59000,0,2015-02-16,Parked Car,?,Minor Damage,None,WV,2,1,YES,1,2,?,Honda,2002,Y
419,53,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,unmarried,45700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,17,4,?,0,0,YES,Suburu,2012,N
315,44,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,other-relative,0,-56800,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,12,3,?,1,0,YES,Volkswagen,2006,N
72,29,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,own-child,0,-85900,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,9,1,?,1,0,NO,Dodge,2013,N
32,26,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,not-in-family,0,-79800,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,16,1,?,1,2,?,Toyota,2009,N
230,41,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,own-child,0,0,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,19,3,?,2,0,?,Audi,2006,N
157,32,OH,100/300,2000,617.11,0,MALE,College,other-service,other-relative,0,-54100,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,14,3,?,1,2,NO,Mercedes,2013,Y
265,41,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,own-child,81800,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,18,3,?,1,3,?,Audi,2014,N
47,34,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,other-relative,64800,-24300,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,23,1,YES,1,3,?,Chevrolet,2012,N
113,29,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,not-in-family,36100,-42300,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,15,3,?,0,2,YES,Nissan,2004,Y
289,46,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,unmarried,0,0,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,18,1,YES,0,1,YES,BMW,1995,Y
254,41,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,own-child,0,0,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,16,1,NO,2,2,YES,Audi,2014,N
115,30,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,wife,46400,0,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,12,3,NO,1,0,YES,Ford,2007,N
236,38,OH,250/500,1000,802.24,0,FEMALE,College,other-service,not-in-family,0,-62500,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,16,1,NO,0,1,?,Mercedes,2014,N
7,21,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,wife,0,-45300,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,21,1,?,1,2,?,Honda,2003,N
208,36,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,wife,0,0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,15,3,YES,0,1,?,Nissan,1999,N
